"Category","SubCategory","Quote","Author","AuthorFacts","Keywords"
"Inspirational","Cowardice/Weakness","Those who gave thee a body, furnished it with weakness but He who gave thee Soul, armed thee with resolution. Employ it, and thou art wise be wise and thou art happy.","Akhenaton","Egyptian Statesman;","Art, Body, Resolution, Soul, Weakness"
"Inspirational","Wisdom","To be satisfied with a little, is the greatest wisdom; and he that increaseth his riches, increaseth his cares; but a contented mind is a hidden treasure, and trouble findeth it not.","Akhenaton","Egyptian Statesman;","Mind, Treasure, Trouble, Wisdom"
"Inspirational","Loneliness","The barb in the arrow of childhood suffering is this its intense loneliness, its intense ignorance.","Akhenaton","Egyptian Statesman;","Childhood, Ignorance, Loneliness, Suffering"
"Inspirational",,"Curiosity is the key to creativity.","Akio Morita","Japanese electronics industrialist  (1921 -  )","Creativity, Curiosity, Key"
"Inspirational","Survival","In a mad world, only the mad are sane.","Akiro Kurosawa ","","World"
"Inspirational","Boredom","Airline travel is hours of boredom interrupted by moments of stark terror.","Al Boliska","none none;","Boredom, Moments, Terror, Travel"
"Inspirational","Work","Anyone who can walk to the welfare office can walk to work.","Al Capp","US cartoonist  (1909 - 1979)","Office, Welfare, Work"
"Inspirational","Mistakes","Mistakes are a part of being human. Appreciate your mistakes for what they are precious life lessons that can only be learned the hard way. Unless it's a fatal mistake, which, at least, others can learn from.","Al Franken","","Being, Life, Mistake, Mistakes"
"Inspirational",,"Celebrity gives us delusion of self importance.","Al Goldstein","American Publisher; (1/10/1936 - ); ","Celebrity, Delusion, Importance, Self, Self importance"
"Inspirational","Change","No matter what you believe, it doesn't change the facts.","Al Kersha","","Change, Facts"
"Inspirational","Humanity","Winning is only important in war and surgery.","Al McGuire","","War, Winning"
"Inspirational","Education","I think everyone should go to college and get a degree and then spend six months as a bartender and six months as a cabdriver. Then they would really be educated.","Al McGuire","","College, Months"
"Inspirational","Encouragement","Any time you're tempted to say ""Impossible"", add an apostrophe and a space, and say, ""I'm possible.""","Al Secunda","","Space, Time"
"Inspirational",,"You reach out your hand, but you're all alone, in those time passages.","Al Stewart","Scottish Musician; (9/5/1945 - ); ","Time"
"Inspirational","Happiness","The purpose of art is not a rarefied, intellectual distillate it is life, intensified, brilliant life.","Alain Arias Misson","","Art, Life, Purpose"
"Inspirational","Death","written as a reaction to the high casualty rates of the British Expeditionary Force at Mons and Le Cateau","Alain de Botton","English Writer; (12/20/1969 - ); ","Force"
"Inspirational","Passion","You have to leave the city of your comfort and go into the wilderness of your intuition. What you'll discover will be wonderful. What you'll discover is yourself.","Alan Alda","American Actor; (1/28/1936 - ); US actor  (1936 -  )","Comfort, Intuition, Wilderness, Will"
"Inspirational","Encouragement","Be brave enough to live creatively. The creative is the place where no one else has ever been. You have to leave the city of your comfort and go into the wilderness of your intuition. You can’t get there by bus, only by hard work, risking, and by not quite knowing what you’re doing. What you’ll discover will be wonderful: yourself.","Alan Alda","American Actor; (1/28/1936 - ); US actor  (1936 -  )","Comfort, Hard work, Intuition, Wilderness, Will"
"Inspirational",,"Your Mayor must seek new ways to bring jobs and industry to our community.","Alan Autry","American Actor; (7/31/1952 - ); ","Community, Jobs"
"Inspirational",,"Leadership demands that we make tough choices.","Alan Autry","American Actor; (7/31/1952 - ); ","Choices, Leadership"
"Inspirational",,"No one imagines that a symphony is supposed to improve in quality as it goes along, or that the whole object of playing it is to reach the finale. The point of music is discovered in every moment of playing and listening to it. It is the same, I feel, with the greater part of our lives, and if we are unduly absorbed in improving them we may forget altogether to live them.","Alan B. Watts","","Forget, Listening, May, Music, Quality"
"Inspirational","Exercise","To resist the frigidity of old age, one must combine the body, the mind, and the heart. And to keep these in parallel vigor one must exercise, study, and love.","Alan Bleasdale","","Age, Body, Exercise, Frigidity, Heart, Love, Mind, Old, Study"
"Inspirational","Democracy","Democracy consists of choosing your dictators, after they've told you what it is you want to hear.","Alan Coren","","Democracy, Dictators, Want"
"Inspirational","Profession","A foolproof plan for not getting a job-show up for your interview wearing flip-flops.","Alan Davies","British Actor; (3/6/1966 - ); ","Job"
"Inspirational","Freedom","Freedom is just Chaos, with better lighting.","Alan Dean Foster","","Chaos, Freedom"
"Inspirational","Humanity","You write a hit the same way you write a flop.","Alan J. Lerner","",
"Inspirational","Intelligence","A year spent in artificial intelligence is enough to make one believe in God.","Alan J. Perlis","","God, Intelligence"
"Inspirational","Marriage","If you want to read about love and marriage, you've got to buy two separate books.","Alan King","American Comedian; (12/26/1927 - ); ","Books, Love, Marriage, Want"
"Inspirational","Money","Banks have this new image of being your friend. If they're so friendly, how come they chain down the pens?","Alan King","American Comedian; (12/26/1927 - ); ","Banks, Being, Friend"
"Inspirational",,"A girl becomes a wife with her eyes wide open. She knows that those sweetest words, 'I take thee to be my wedded husband,' really mean, 'I promise thee to cook three meals a day for 60 years thee will I clean up after thee will I talk to even when thou art not listening thee will I worry about, cry over and take all manner of hurts from.'","Alan Marshall Beck","","Art, Day, Eyes, Husband, Listening, Open, Promise, Talk, Wife, Will, Words, Worry, Years"
"Inspirational","Truth","No human being is constituted to know the truth, the whole truth, and nothing but the truth and even the best of men must be content with fragment, with partial glimpses, never the full fruition.","Alan Marshall Beck","","Being, Content, Men, Nothing, Truth"
"Inspirational",,"A society like ours, which professes no one religion and has allowed all religions to decay, which indulges freedom to the point of license and individualism to the point of anarchy, needs all the support that responsible, cultivated homes can furnish. I hope your generation will provide a firmer shelter for civilized standards.","Alan Simpson","","Anarchy, Freedom, Hope, Individualism, Needs, Religion, Society, Support, Will"
"Inspirational","Education","Any education that matters is liberal. All the saving truths, all the healing graces that distinguish a good education from a bad one or a full education from a half empty one are contained in that word.","Alan Simpson","","Education, Healing, Liberal, Word"
"Inspirational","Struggle","Who knows why we live, and struggle, and die... Wise men write many books, in words too hard to understand. But this, the purpose of our lives, the end of all our struggle, is beyond all human wisdom.","Alan Stewart Paton","","Books, End, Men, Purpose, Struggle, Wisdom, Words"
"Inspirational","Responsibility","To give up the task of reforming society is to give up one's responsibility as a free man.","Alan Stewart Paton","","Man, Responsibility, Society"
"Inspirational","Death","What then is capital punishment but the most premeditated of murders, to which no criminal's deed, however calculated it may be, can be compared For there to be an equivalence, the death penalty would have to punish a criminal, who had warned his victim of the date at which he would inflict a horrible death on him, and who from that moment onward had confined him at his mercy for months. Such a monster is not encountered in private life.","Albert Camus","French existentialist author & philosopher  (1913 - 1960)","Death, Deed, Life, May, Mercy, Months, Punishment"
